key,n_wfo_rows,n_taxon_ids,n_resolved_accepted_ids,n_resolved_accepted_names,n_resolved_families,scientific_names,taxonomic_statuses,resolved_accepted_ids,resolved_accepted_names,resolved_families,resolved_genera,resolved_ranks,any_exact_original_match,any_canonical_key_match,any_included_as_accepted_target,key_resolution_status
citrus nobilis,28,28,3,3,1,Citrus nobilis | Citrus nobilis subf. benikoji | Citrus nobilis subf. deliciosa | Citrus nobilis subf. erythrosa | Citrus nobilis subf. funadoko | Citrus nobilis subf. genshokan | Citrus nobilis subf. haili | Citrus nobilis subf. hayashi-unshu | Citrus nobilis subf. ishikawa-unshu | Citrus nobilis subf. iwaikan | Citrus nobilis subf. jyuma-unshu | Citrus nobilis subf. keraji | Citrus nobilis subf. kinokuni | Citrus nobilis subf. koshotankan | Citrus nobilis subf. kotokan | Citrus nobilis subf. mitsuharu | Citrus nobilis subf. miyagawa-wase | Citrus nobilis subf. pseudograndis | Citrus nobilis subf. reticulata | Citrus nobilis subf. rokugatsu | Citrus nobilis subf. rubrifrons | Citrus nobilis subf. succosa | Citrus nobilis subf. sugiyama-unshu | Citrus nobilis subf. tachimawase | Citrus nobilis subf. tankan | Citrus nobilis subf. unshiu | Citrus nobilis subf. yatsushiro | Citrus nobilis subf. yonezawa-unshu,synonym,wfo-0000607914 | wfo-0000608241 | wfo-1200112333,Citrus × aurantium nothof. aurantium | Citrus × aurantium nothof. deliciosa | Citrus reticulata,Rutaceae,Citrus,form | species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
clematis hexapetala,2,2,2,2,1,Clematis hexapetala,accepted | synonym,wfo-0000609923 | wfo-0000610047,Clematis forsteri | Clematis hexapetala,Ranunculaceae,Clematis,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
colutea arborescens,2,2,2,2,1,Colutea arborescens | Colutea arborescens prol. brevialata,accepted | synonym,wfo-0000191045 | wfo-0000213683,Colutea arborescens | Colutea brevialata,Fabaceae,Colutea,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cordia obliqua,4,4,3,3,1,Cordia obliqua,synonym | unchecked,wfo-0000620417 | wfo-0000620712 | wfo-0001216026,Cordia dichotoma | Cordia magnoliifolia | Varronia peruviana,Cordiaceae,Cordia | Varronia,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
coreopsis verticillata,3,3,3,2,1,Coreopsis verticillata,accepted | synonym,wfo-0000016454 | wfo-0000094896 | wfo-0000117214,Coreopsis delphiniifolia | Coreopsis verticillata,Asteraceae,Coreopsis,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
coreopsis wrightii,2,2,2,2,1,Coreopsis wrightii,accepted | synonym,wfo-0000020454 | wfo-0000089037,Coreopsis basalis | Coreopsis wrightii,Asteraceae,Coreopsis,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crassula ovata,2,2,2,2,1,Crassula ovata,accepted | synonym,wfo-0000625299 | wfo-0000625441,Crassula ovata | Crassula sarmentosa,Crassulaceae,Crassula,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crataegus *,2,2,2,2,1,Crataegus × macrocarpa | Crataegus × media,accepted,wfo-0001016197 | wfo-0001016497,Crataegus × macrocarpa | Crataegus × media,Rosaceae,Crataegus,species,FALSE,FALSE,TRUE,multiple_accepted_names_same_family
crataegus flava,10,10,4,3,1,Crataegus flava | Crataegus flava unranked lobata | Crataegus flava unranked trilobata,accepted | synonym | unchecked,wfo-0001010277 | wfo-0001010545 | wfo-0001131665 | wfo-1200075021,Crataegus coccinea var. coccinea | Crataegus flava | Crataegus punctata,Rosaceae,Crataegus,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crataegus microphylla,2,2,2,2,1,Crataegus microphylla,accepted | synonym,wfo-0000987339 | wfo-0000988750,Crataegus microphylla | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crataegus monogyna,10,10,4,4,1,Crataegus monogyna | Crataegus monogyna subf. filicifolia | Crataegus monogyna unranked fastigiata | Crataegus monogyna unranked filicifolia | Crataegus monogyna unranked glabra | Crataegus monogyna unranked laciniata | Crataegus monogyna unranked plena | Crataegus monogyna unranked villosa,accepted | synonym | unchecked,wfo-0000987339 | wfo-0001009785 | wfo-0001016497 | wfo-1200075022,Crataegus × media | Crataegus kyrtostyla var. kyrtostyla | Crataegus monogyna | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crataegus oxyacantha,32,32,6,6,1,Crataegus oxyacantha | Crataegus oxyacantha prol. macrocarpa | Crataegus oxyacantha prol. mauriannensis | Crataegus oxyacantha prol. monogyna | Crataegus oxyacantha prol. polygyna | Crataegus oxyacantha unranked coccinea-flore-pleno | Crataegus oxyacantha unranked decussata | Crataegus oxyacantha unranked eriocarpa | Crataegus oxyacantha unranked fastigiata | Crataegus oxyacantha unranked floribus-coccineis-plenis | Crataegus oxyacantha unranked glabra | Crataegus oxyacantha unranked integerrimus | Crataegus oxyacantha unranked laciniata | Crataegus oxyacantha unranked lambertii | Crataegus oxyacantha unranked liocalyx | Crataegus oxyacantha unranked lobata | Crataegus oxyacantha unranked monogyna | Crataegus oxyacantha unranked pseudomonogynus | Crataegus oxyacantha unranked punicea-plena | Crataegus oxyacantha unranked rigida | Crataegus oxyacantha unranked rosea-superba | Crataegus oxyacantha unranked semperflorens | Crataegus oxyacantha unranked sorbifolia | Crataegus oxyacantha unranked splendens | Crataegus oxyacantha unranked trifida | Crataegus oxyacantha unranked variegata | Crataegus oxyacantha unranked wallrothii,synonym | unchecked,wfo-0000987339 | wfo-0001009174 | wfo-0001009785 | wfo-0001010488 | wfo-0001016197 | wfo-0001016497,Crataegus × macrocarpa | Crataegus × media | Crataegus laevigata | Crataegus marshallii | Crataegus monogyna | Crataegus rhipidophylla var. rhipidophylla,Rosaceae,Crataegus,species | variety,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
crotalaria medicaginea,2,2,2,2,1,Crotalaria medicaginea,accepted | synonym,wfo-0000185077 | wfo-0000186515,Crotalaria medicaginea | Crotalaria trifoliastrum,Fabaceae,Crotalaria,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crotalaria pallida,4,4,3,3,1,Crotalaria pallida,accepted | synonym,wfo-0000184569 | wfo-0000209124 | wfo-0001249541,Crotalaria linifolia | Crotalaria pallida | Crotalaria saltiana,Fabaceae,Crotalaria,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
crotalaria ramosissima,3,3,3,3,1,Crotalaria ramosissima,accepted | synonym,wfo-0000174080 | wfo-0000185074 | wfo-0000207960,Crotalaria crispata | Crotalaria huillensis | Crotalaria ramosissima,Fabaceae,Crotalaria,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cunila,2,2,2,2,1,Cunila,accepted | synonym,wfo-4000010044 | wfo-4000035314,Cunila | Sideritis,Lamiaceae,Cunila | Sideritis,genus,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cupania americana,2,2,2,2,1,Cupania americana,accepted | synonym,wfo-0000629388 | wfo-0000629476,Cupania americana | Cupania glabra,Sapindaceae,Cupania,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cyclopia sessiliflora,2,2,2,2,1,Cyclopia sessiliflora,accepted | synonym,wfo-0000197790 | wfo-0000197833,Cyclopia meyeriana | Cyclopia sessiliflora,Fabaceae,Cyclopia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cynara humilis,4,4,2,2,1,Cynara humilis,accepted | synonym | unchecked,wfo-0000068562 | wfo-0000070364,Cynara cornigera | Cynara humilis,Asteraceae,Cynara,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cyperus capitatus,4,4,4,4,1,Cyperus capitatus,accepted | synonym,wfo-0000369295 | wfo-0000370828 | wfo-0000372269 | wfo-0000404186,Cyperus capitatus | Cyperus cuspidatus | Cyperus dubius var. dubius | Eleocharis geniculata,Cyperaceae,Cyperus | Eleocharis,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cyperus congestus,2,2,2,2,1,Cyperus congestus,accepted | synonym,wfo-0000369738 | wfo-0000369890,Cyperus compactus | Cyperus congestus,Cyperaceae,Cyperus,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cyperus longus,3,3,3,3,1,Cyperus longus | Cyperus longus prol. preslii,accepted | synonym,wfo-0000377196 | wfo-0000377263 | wfo-0000381487,Cyperus longus | Cyperus longus subsp. longus | Cyperus rotundus,Cyperaceae,Cyperus,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cytisus,2,2,2,2,1,Cytisus,accepted | synonym,wfo-4000010593 | wfo-4000010595,Cytisophyllum | Cytisus,Fabaceae,Cytisophyllum | Cytisus,genus,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
cytisus eriocarpus,2,2,2,2,1,Cytisus eriocarpus,synonym,wfo-0000213652 | wfo-0001445562,Chamaecytisus eriocarpus | Cytisus striatus subsp. striatus,Fabaceae,Chamaecytisus | Cytisus,species | subspecies,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
cytisus hirsutus,2,2,2,2,1,Cytisus hirsutus,synonym,wfo-0000213656 | wfo-0001445143,Chamaecytisus hirsutus | Chamaecytisus triflorus subsp. triflorus,Fabaceae,Chamaecytisus,species | subspecies,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
dalbergia lanceolaria,4,4,3,3,1,Dalbergia lanceolaria,accepted | synonym,wfo-0000172222 | wfo-0000185594 | wfo-0000205944,Dalbergia lanceolaria | Dalbergia mimosella | Pericopsis mooniana,Fabaceae,Dalbergia | Pericopsis,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
dalbergia retusa,2,2,2,2,1,Dalbergia retusa,accepted | synonym,wfo-0000169025 | wfo-0000196202,Dalbergia pervillei | Dalbergia retusa,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
dalbergia sericea,3,3,3,3,1,Dalbergia sericea,accepted | synonym,wfo-0000185086 | wfo-0000200952 | wfo-1200041840,Dalbergia sericea | Millettia sericea | Mundulea sericea,Fabaceae,Dalbergia | Millettia | Mundulea,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
dalbergia volubilis,2,2,2,2,1,Dalbergia volubilis,accepted | synonym,wfo-0000170462 | wfo-0000200013,Dalbergia monetaria | Dalbergia volubilis,Fabaceae,Dalbergia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
dalea elegans,2,2,2,2,1,Dalea elegans,accepted | synonym,wfo-0000169045 | wfo-0000169055,Dalea cliffortiana | Dalea elegans,Fabaceae,Dalea,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
derris floribunda,4,4,3,3,1,Derris floribunda,synonym,wfo-0000185943 | wfo-0000198908 | wfo-0001340818,Aganope heptaphylla | Deguelia nitidula | Derris trifoliata,Fabaceae,Aganope | Deguelia | Derris,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
derris latifolia,2,2,2,2,1,Derris latifolia,synonym,wfo-0000186313 | wfo-0000210427,Aganope thyrsiflora | Lonchocarpus heptaphyllus,Fabaceae,Aganope | Lonchocarpus,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
derris laxiflora,2,2,2,2,1,Derris laxiflora,accepted | synonym,wfo-0000186506 | wfo-0000197433,Derris hainesiana | Derris laxiflora,Fabaceae,Derris,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
derris oblonga,2,2,2,2,1,Derris oblonga,synonym,wfo-0000185928 | wfo-0000185931,Derris canarensis | Derris cuneifolia,Fabaceae,Derris,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
desmodium triflorum,2,2,2,2,1,Desmodium triflorum,synonym,wfo-0001423655 | wfo-0001423675,Grona heterophylla | Grona triflora,Fabaceae,Grona,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
dichrostachys cinerea,2,2,2,2,1,Dichrostachys cinerea,accepted | synonym,wfo-0000176871 | wfo-0000195971,Alantsilodendron pilosum | Dichrostachys cinerea,Fabaceae,Alantsilodendron | Dichrostachys,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
eclipta prostrata,2,2,2,2,1,Eclipta prostrata,accepted | synonym,wfo-0000066495 | wfo-0000108811,Blainvillea acmella | Eclipta prostrata,Asteraceae,Blainvillea | Eclipta,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
elaeagnus glabra,2,2,2,2,1,Elaeagnus glabra,accepted | synonym,wfo-0000663703 | wfo-0000663763,Elaeagnus commutata | Elaeagnus glabra,Elaeagnaceae,Elaeagnus,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
epilobium parviflorum,2,2,2,2,1,Epilobium parviflorum,accepted | synonym,wfo-0000668722 | wfo-0000669577,Epilobium alsinoides subsp. atriplicifolium | Epilobium parviflorum,Onagraceae,Epilobium,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
equisetum arvense,2,2,2,2,1,Equisetum arvense,accepted | synonym,wfo-0001108914 | wfo-1200105072,Equisetum arvense | Equisetum arvense subsp. arvense,Equisetaceae,Equisetum,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
eria angustifolia,2,2,2,2,1,Eria angustifolia,synonym,wfo-0000918453 | wfo-0001424929,Mycaranthes angustifolia | Pinalia angustifolia,Orchidaceae,Mycaranthes | Pinalia,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
erica arborea,4,4,4,4,1,Erica arborea,accepted | synonym,wfo-0000671391 | wfo-0000672378 | wfo-0000672516 | wfo-0000673332,Erica arborea | Erica kingaensis | Erica lusitanica | Erica strigosa,Ericaceae,Erica,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
erigeron canadensis,3,3,3,3,1,Erigeron canadensis,accepted | synonym,wfo-0000015917 | wfo-0000075344 | wfo-0000090635,Erigeron bonariensis | Erigeron canadensis | Erigeron rufescens,Asteraceae,Erigeron,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
eriosema tuberosum,2,2,2,2,1,Eriosema tuberosum,accepted | synonym,wfo-0000188411 | wfo-0000195543,Eriosema chinense | Eriosema tuberosum,Fabaceae,Eriosema,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
erodium cicutarium,10,10,4,4,1,Erodium cicutarium | Erodium cicutarium prol. bipinnatum | Erodium cicutarium prol. cariotii | Erodium cicutarium prol. dissectum | Erodium cicutarium prol. fallax | Erodium cicutarium prol. pimpinellifolium | Erodium cicutarium prol. primulaceum | Erodium cicutarium prol. provinciale | Erodium cicutarium prol. romanum | Erodium cicutarium unranked primulaceum,accepted | synonym,wfo-0000676689 | wfo-0000676692 | wfo-0000676799 | wfo-0000676844,Erodium × fallax | Erodium acaule | Erodium aethiopicum | Erodium cicutarium,Geraniaceae,Erodium,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
erythrina suberosa,2,2,2,2,1,Erythrina suberosa,accepted | synonym,wfo-0000185019 | wfo-0001054737,Erythrina abyssinica | Erythrina suberosa,Fabaceae,Erythrina,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
eugenia glomerata,6,6,5,5,1,Eugenia glomerata,synonym,wfo-0000318695 | wfo-0000318697 | wfo-0000319646 | wfo-0001424476 | wfo-1200008288,Eugenia subglomerata | Myrcia chytraculia var. zuzygium | Syzygium glomeratum | Syzygium glomeruliferum | Syzygium warburgii,Myrtaceae,Eugenia | Myrcia | Syzygium,species | variety,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
eugenia uniflora,2,2,2,2,1,Eugenia uniflora,accepted | synonym,wfo-0000336714 | wfo-0000959411,Eugenia bergii | Eugenia uniflora,Myrtaceae,Eugenia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
eupatorium album,4,4,2,2,1,Eupatorium album,accepted | synonym | unchecked,wfo-0000059784 | wfo-0000135891,Eupatorium album | Eupatorium chinense,Asteraceae,Eupatorium,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
euphorbia helioscopia,2,2,2,2,1,Euphorbia helioscopia | Euphorbia helioscopia prol. helioscopioides,accepted | synonym,wfo-0000962471 | wfo-0000962475,Euphorbia helioscopia | Euphorbia helioscopia subsp. helioscopioides,Euphorbiaceae,Euphorbia,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
euphorbia maculata,2,2,2,2,1,Euphorbia maculata,accepted | synonym,wfo-0000963182 | wfo-0000963338,Euphorbia maculata | Euphorbia meyeniana,Euphorbiaceae,Euphorbia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
euterpe oleracea,2,2,2,2,1,Euterpe oleracea,accepted | synonym,wfo-0000965687 | wfo-0000965700,Euterpe oleracea | Euterpe precatoria var. precatoria,Arecaceae,Euterpe,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
ficus cordata,3,3,3,3,1,Ficus cordata,accepted | synonym,wfo-0000687917 | wfo-0000688216 | wfo-0000690698,Ficus cordata | Ficus elastica | Ficus triloba,Moraceae,Ficus,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
ficus microcarpa,3,3,3,3,1,Ficus microcarpa,accepted | synonym,wfo-0000689298 | wfo-0000689925 | wfo-0000690599,Ficus microcarpa | Ficus punctata | Ficus thonningii,Moraceae,Ficus,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
ficus pumila,2,2,2,2,1,Ficus pumila,accepted | synonym,wfo-0000688248 | wfo-0000689922,Ficus erecta | Ficus pumila,Moraceae,Ficus,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
flemingia macrophylla,3,3,3,3,1,Flemingia macrophylla,accepted | synonym,wfo-0000194834 | wfo-0000194840 | wfo-0000691302,Flemingia javanica | Flemingia macrophylla | Flemingia prostrata,Fabaceae,Flemingia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
fragaria vesca,17,17,5,5,1,Fragaria vesca | Fragaria vesca prol. eflagellis | Fragaria vesca prol. semperflorens | Fragaria vesca prol. sylvestris | Fragaria vesca unranked ananassa | Fragaria vesca unranked chiloensis | Fragaria vesca unranked intermedia | Fragaria vesca unranked moschata | Fragaria vesca unranked virginiana,accepted | synonym | unchecked,wfo-0000993770 | wfo-0001006915 | wfo-0001007905 | wfo-0001012808 | wfo-1200075326,Fragaria intermedia | Fragaria moschata | Fragaria moschata subsp. moschata | Fragaria vesca | Fragaria vesca subsp. vesca,Rosaceae,Fragaria,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
fuchsia boliviana,2,2,2,2,1,Fuchsia boliviana,accepted | synonym,wfo-0000692665 | wfo-0000692888,Fuchsia boliviana | Fuchsia sanctae-rosae,Onagraceae,Fuchsia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
fumaria schrammii,2,2,2,2,1,Fumaria schrammii,accepted | synonym,wfo-0000693484 | wfo-0001090376,Fumaria schrammii | Fumaria vaillantii var. schrammii,Papaveraceae,Fumaria,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
garcinia acuminata,3,3,2,2,1,Garcinia acuminata,accepted | synonym | unchecked,wfo-0000694108 | wfo-0000694536,Garcinia acuminata | Garcinia ovalifolia,Clusiaceae,Garcinia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
garcinia cornea,2,2,2,2,1,Garcinia cornea,synonym,wfo-0000694214 | wfo-1000040941,Garcinia celebica | Garcinia cowa,Clusiaceae,Garcinia,species,TRUE,TRUE,FALSE,multiple_accepted_names_same_family
garcinia lateriflora,2,2,2,2,1,Garcinia lateriflora,accepted | synonym,wfo-0000694370 | wfo-0000694411,Garcinia humilis | Garcinia lateriflora,Clusiaceae,Garcinia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
garcinia macrophylla,3,3,2,2,1,Garcinia macrophylla,accepted | synonym | unchecked,wfo-0000694438 | wfo-1200094409,Garcinia macrophylla | Garcinia nervosa var. nervosa,Clusiaceae,Garcinia,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
garcinia volkensii,2,2,2,2,1,Garcinia volkensii,accepted | synonym,wfo-0000694601 | wfo-0000694732,Garcinia quadrilocularis | Garcinia volkensii,Clusiaceae,Garcinia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
genista sessilifolia,2,2,2,2,1,Genista sessilifolia,accepted | synonym,wfo-0000213268 | wfo-0000213765,Cytisophyllum sessilifolium | Genista sessilifolia,Fabaceae,Cytisophyllum | Genista,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
gentiana macrophylla,2,2,2,2,1,Gentiana macrophylla,accepted | synonym,wfo-0000697095 | wfo-0000697942,Gentiana burseri subsp. villarsii | Gentiana macrophylla,Gentianaceae,Gentiana,species | subspecies,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
gleditsia japonica,2,2,2,2,1,Gleditsia japonica,accepted | synonym,wfo-0000185997 | wfo-0000186270,Gleditsia japonica | Gleditsia sinensis,Fabaceae,Gleditsia,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
glycine,2,2,2,2,1,Glycine,accepted | synonym,wfo-4000032154 | wfo-4000049061,Glycine | Pueraria,Fabaceae,Glycine | Pueraria,genus,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
glycyrrhiza echinata,2,2,2,2,1,Glycyrrhiza echinata,accepted | synonym,wfo-0000212813 | wfo-0000213773,Glycyrrhiza echinata | Glycyrrhiza glabra,Fabaceae,Glycyrrhiza,species,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
gossypium hirsutum,3,3,2,2,1,Gossypium hirsutum | Gossypium hirsutum prol. yucatanense,accepted | synonym,wfo-0000707931 | wfo-0001394146,Gossypium hirsutum | Gossypium hirsutum var. hirsutum,Malvaceae,Gossypium,species | variety,TRUE,TRUE,TRUE,multiple_accepted_names_same_family
