original_name,exact_name_norm,key,n_exact_wfo_rows,n_exact_taxon_ids,n_exact_accepted_ids,n_exact_accepted_names,n_exact_accepted_families,exact_wfo_names,exact_accepted_ids,exact_accepted_names,exact_accepted_families,n_key_wfo_rows,n_key_taxon_ids,n_key_accepted_ids,n_key_accepted_names,n_key_accepted_families,key_wfo_names,key_accepted_ids,key_accepted_names,key_accepted_families,proposed_resolution_status,recommended_match_level
Chromolaena tunariensis,chromolaena tunariensis,chromolaena tunariensis,1,1,1,1,1,Chromolaena tunariensis,wfo-0000023777,Chromolaena tunariensis,Asteraceae,1,1,1,1,1,Chromolaena tunariensis,wfo-0000023777,Chromolaena tunariensis,Asteraceae,exact_unique,exact
Chromolaena tyleri,chromolaena tyleri,chromolaena tyleri,1,1,1,1,1,Chromolaena tyleri,wfo-0000092425,Chromolaena tyleri,Asteraceae,1,1,1,1,1,Chromolaena tyleri,wfo-0000092425,Chromolaena tyleri,Asteraceae,exact_unique,exact
Chrozophora tinctoria,chrozophora tinctoria,chrozophora tinctoria,1,1,1,1,1,Chrozophora tinctoria,wfo-0000852775,Chrozophora tinctoria,Euphorbiaceae,1,1,1,1,1,Chrozophora tinctoria,wfo-0000852775,Chrozophora tinctoria,Euphorbiaceae,exact_unique,exact
Chrysanthemum indicum,chrysanthemum indicum,chrysanthemum indicum,2,2,1,1,1,Chrysanthemum indicum,wfo-0000041005,Chrysanthemum indicum,Asteraceae,2,2,1,1,1,Chrysanthemum indicum,wfo-0000041005,Chrysanthemum indicum,Asteraceae,exact_unique,exact
Chrysanthemum morifolium,chrysanthemum morifolium,chrysanthemum morifolium,1,1,1,1,1,Chrysanthemum morifolium,wfo-0000031162,Chrysanthemum morifolium,Asteraceae,1,1,1,1,1,Chrysanthemum morifolium,wfo-0000031162,Chrysanthemum morifolium,Asteraceae,exact_unique,exact
Chrysanthemum naktongense,chrysanthemum naktongense,chrysanthemum naktongense,1,1,1,1,1,Chrysanthemum naktongense,wfo-0000069207,Chrysanthemum naktongense,Asteraceae,1,1,1,1,1,Chrysanthemum naktongense,wfo-0000069207,Chrysanthemum naktongense,Asteraceae,exact_unique,exact
Chrysocephalum ambiguum,chrysocephalum ambiguum,chrysocephalum ambiguum,1,1,1,1,1,Chrysocephalum ambiguum,wfo-0000043559,Leiocarpa semicalva,Asteraceae,1,1,1,1,1,Chrysocephalum ambiguum,wfo-0000043559,Leiocarpa semicalva,Asteraceae,exact_unique,exact
Chrysophyllum africanum,chrysophyllum africanum,chrysophyllum africanum,1,1,1,1,1,Chrysophyllum africanum,wfo-0000970690,Gambeya africana,Sapotaceae,1,1,1,1,1,Chrysophyllum africanum,wfo-0000970690,Gambeya africana,Sapotaceae,exact_unique,exact
Chrysophyllum cainito,chrysophyllum cainito,chrysophyllum cainito,1,1,1,1,1,Chrysophyllum cainito,wfo-0000854556,Chrysophyllum cainito,Sapotaceae,1,1,1,1,1,Chrysophyllum cainito,wfo-0000854556,Chrysophyllum cainito,Sapotaceae,exact_unique,exact
Chrysophyllum marginatum,chrysophyllum marginatum,chrysophyllum marginatum,1,1,1,1,1,Chrysophyllum marginatum,wfo-0000856242,Chrysophyllum marginatum,Sapotaceae,1,1,1,1,1,Chrysophyllum marginatum,wfo-0000856242,Chrysophyllum marginatum,Sapotaceae,exact_unique,exact
Chrysophyllum perpulchrum,chrysophyllum perpulchrum,chrysophyllum perpulchrum,1,1,1,1,1,Chrysophyllum perpulchrum,wfo-0000970711,Gambeya perpulchra,Sapotaceae,1,1,1,1,1,Chrysophyllum perpulchrum,wfo-0000970711,Gambeya perpulchra,Sapotaceae,exact_unique,exact
Chrysosplenium flagelliferum,chrysosplenium flagelliferum,chrysosplenium flagelliferum,1,1,1,1,1,Chrysosplenium flagelliferum,wfo-0000603963,Chrysosplenium flagelliferum,Saxifragaceae,1,1,1,1,1,Chrysosplenium flagelliferum,wfo-0000603963,Chrysosplenium flagelliferum,Saxifragaceae,exact_unique,exact
Chrysothamnus humilis,chrysothamnus humilis,chrysothamnus humilis,1,1,1,1,1,Chrysothamnus humilis,wfo-0000022738,Chrysothamnus humilis,Asteraceae,1,1,1,1,1,Chrysothamnus humilis,wfo-0000022738,Chrysothamnus humilis,Asteraceae,exact_unique,exact
Chrysothamnus viscidiflorus,chrysothamnus viscidiflorus,chrysothamnus viscidiflorus,1,1,1,1,1,Chrysothamnus viscidiflorus,wfo-0000062835,Chrysothamnus viscidiflorus,Asteraceae,1,1,1,1,1,Chrysothamnus viscidiflorus,wfo-0000062835,Chrysothamnus viscidiflorus,Asteraceae,exact_unique,exact
Cicer,cicer,cicer,1,1,1,1,1,Cicer,wfo-4000008302,Cicer,Fabaceae,1,1,1,1,1,Cicer,wfo-4000008302,Cicer,Fabaceae,exact_unique,exact
Cicer anatolicum,cicer anatolicum,cicer anatolicum,1,1,1,1,1,Cicer anatolicum,wfo-0000185213,Cicer anatolicum,Fabaceae,1,1,1,1,1,Cicer anatolicum,wfo-0000185213,Cicer anatolicum,Fabaceae,exact_unique,exact
Cicer arietinum,cicer arietinum,cicer arietinum,1,1,1,1,1,Cicer arietinum,wfo-0000196617,Cicer arietinum,Fabaceae,1,1,1,1,1,Cicer arietinum,wfo-0000196617,Cicer arietinum,Fabaceae,exact_unique,exact
Cicer baldshuanicum,cicer baldshuanicum,cicer baldshuanicum,1,1,1,1,1,Cicer baldshuanicum,wfo-0000207351,Cicer baldshuanicum,Fabaceae,1,1,1,1,1,Cicer baldshuanicum,wfo-0000207351,Cicer baldshuanicum,Fabaceae,exact_unique,exact
Cicer bijugum,cicer bijugum,cicer bijugum,1,1,1,1,1,Cicer bijugum,wfo-0000185214,Cicer bijugum,Fabaceae,1,1,1,1,1,Cicer bijugum,wfo-0000185214,Cicer bijugum,Fabaceae,exact_unique,exact
Cicer canariense,cicer canariense,cicer canariense,1,1,1,1,1,Cicer canariense,wfo-0000196635,Cicer canariense,Fabaceae,1,1,1,1,1,Cicer canariense,wfo-0000196635,Cicer canariense,Fabaceae,exact_unique,exact
Cicer chorassanicum,cicer chorassanicum,cicer chorassanicum,1,1,1,1,1,Cicer chorassanicum,wfo-0001059057,Cicer chorassanicum,Fabaceae,1,1,1,1,1,Cicer chorassanicum,wfo-0001059057,Cicer chorassanicum,Fabaceae,exact_unique,exact
Cicer cuneatum,cicer cuneatum,cicer cuneatum,1,1,1,1,1,Cicer cuneatum,wfo-0000196646,Cicer cuneatum,Fabaceae,1,1,1,1,1,Cicer cuneatum,wfo-0000196646,Cicer cuneatum,Fabaceae,exact_unique,exact
Cicer echinospermum,cicer echinospermum,cicer echinospermum,1,1,1,1,1,Cicer echinospermum,wfo-0000185216,Cicer echinospermum,Fabaceae,1,1,1,1,1,Cicer echinospermum,wfo-0000185216,Cicer echinospermum,Fabaceae,exact_unique,exact
