original_name,exact_name,key,accepted_name,accepted_id,accepted_ids,accepted_family,accepted_genus,accepted_rank,source_status,tax_status,match_rule,resolution_status,n_candidate_rows,n_candidate_accepted_ids,n_candidate_taxonomies,tax_provider,tax_checked_at,name_id
Persicaria muricata,persicaria muricata,persicaria muricata,Polygonum muricatum,wfo-0001245700,wfo-0001245700,Polygonaceae,Polygonum,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3143
Illicium difengpi,illicium difengpi,illicium difengpi,Illicium difengpi,wfo-0000730081,wfo-0000730081,Schisandraceae,Illicium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3144
Parinari,parinari,parinari,Parinari,wfo-4000028205,wfo-4000028205,Chrysobalanaceae,Parinari,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3145
Parinari anamensis,parinari anamensis,parinari anamensis,Parinari anamensis,wfo-0000817702,wfo-0000817702,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3146
Parinari brasiliensis,parinari brasiliensis,parinari brasiliensis,Parinari brasiliensis,wfo-0000817666,wfo-0000817666,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3147
Parinari campestris,parinari campestris,parinari campestris,Parinari campestris,wfo-0000817668,wfo-0000817668,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3148
Parinari chocoensis,parinari chocoensis,parinari chocoensis,Parinari chocoensis,wfo-0000817889,wfo-0000817889,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3149
Parinari congensis,parinari congensis,parinari congensis,Parinari congensis,wfo-0000817673,wfo-0000817673,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3150
Parinari congolana,parinari congolana,parinari congolana,Parinari congolana,wfo-0000817674,wfo-0000817674,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3151
Parinari costata,parinari costata,parinari costata,Parinari costata,wfo-0000817680,wfo-0000817680,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3152
Parinari curatellifolia,parinari curatellifolia,parinari curatellifolia,Parinari curatellifolia,wfo-0000817683,wfo-0000817683,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3153
Parinari excelsa,parinari excelsa,parinari excelsa,Parinari excelsa,wfo-0000817744,wfo-0000817744,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3154
Parinari insularum,parinari insularum,parinari insularum,Parinari insularum,wfo-0000818029,wfo-0000818029,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3155
Parinari klugii,parinari klugii,parinari klugii,Parinari klugii,wfo-0000817883,wfo-0000817883,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3156
Parinari littoralis,parinari littoralis,parinari littoralis,Parinari littoralis,wfo-0000817882,wfo-0000817882,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3157
Parinari maguirei,parinari maguirei,parinari maguirei,Parinari maguirei,wfo-0000817881,wfo-0000817881,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3158
Parinari montana,parinari montana,parinari montana,Parinari montana,wfo-0000817750,wfo-0000817750,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3159
Parinari nonda,parinari nonda,parinari nonda,Parinari nonda,wfo-0000817756,wfo-0000817756,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3160
Parinari oblongifolia,parinari oblongifolia,parinari oblongifolia,Parinari oblongifolia,wfo-0000817758,wfo-0000817758,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3161
Parinari occidentalis,parinari occidentalis,parinari occidentalis,Parinari occidentalis,wfo-0000817878,wfo-0000817878,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3162
Parinari pachyphylla,parinari pachyphylla,parinari pachyphylla,Parinari pachyphylla,wfo-0000817715,wfo-0000817715,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3163
Parinari parvifolia,parinari parvifolia,parinari parvifolia,Parinari parvifolia,wfo-0000817860,wfo-0000817860,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3164
Parinari rodolphii,parinari rodolphii,parinari rodolphii,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,3165
Parinari sprucei,parinari sprucei,parinari sprucei,Parinari sprucei,wfo-0000818046,wfo-0000818046,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3166
Parinari sumatrana,parinari sumatrana,parinari sumatrana,Parinari sumatrana,wfo-0000818062,wfo-0000818062,Chrysobalanaceae,Parinari,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3167
Euphorbia maculata,euphorbia maculata,euphorbia maculata,Euphorbia maculata,wfo-0000963182,wfo-0000963182,Euphorbiaceae,Euphorbia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3168
Euphorbia nutans,euphorbia nutans,euphorbia nutans,Euphorbia nutans,wfo-0000963628,wfo-0000963628,Euphorbiaceae,Euphorbia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3169
Betula humilis,betula humilis,betula humilis,Betula humilis,wfo-0000333388,wfo-0000333388,Betulaceae,Betula,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3170
Sideroxylon inerme,sideroxylon inerme,sideroxylon inerme,Sideroxylon inerme,wfo-0000310772,wfo-0000310772,Sapotaceae,Sideroxylon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3171
Nymphaea marliacea,nymphaea marliacea,nymphaea marliacea,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,3172
Indigofera microcarpa,indigofera microcarpa,indigofera microcarpa,Indigofera microcarpa,wfo-0000193683,wfo-0000193683,Fabaceae,Indigofera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3173
Ledebouria floribunda,ledebouria floribunda,ledebouria floribunda,Ledebouria floribunda,wfo-0000686569,wfo-0000686569,Asparagaceae,Ledebouria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3174
Schinus molle,schinus molle,schinus molle,Schinus molle,wfo-0000435157,wfo-0000435157,Anacardiaceae,Schinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3175
Lepidosperma,lepidosperma,lepidosperma,Lepidosperma,wfo-4000021135,wfo-4000021135,Cyperaceae,Lepidosperma,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3176
Xanthorrhoea johnsonii,xanthorrhoea johnsonii,xanthorrhoea johnsonii,Xanthorrhoea johnsonii,wfo-0000751962,wfo-0000751962,Asphodelaceae,Xanthorrhoea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3177
Xanthorrhoea latifolia,xanthorrhoea latifolia,xanthorrhoea latifolia,Xanthorrhoea latifolia,wfo-0000751970,wfo-0000751970,Asphodelaceae,Xanthorrhoea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3178
Bauhinia retusa,bauhinia retusa,bauhinia retusa,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,3,2,2,NA,2026-06-24,3179
Bauhinia roxburghiana,bauhinia roxburghiana,bauhinia roxburghiana,Phanera roxburghiana,wfo-1000003003,wfo-1000003003,Fabaceae,Phanera,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3180
Dalbergia melanoxylon,dalbergia melanoxylon,dalbergia melanoxylon,Dalbergia melanoxylon,wfo-0000172325,wfo-0000172325,Fabaceae,Dalbergia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3181
Aglaomorpha quercifolia,aglaomorpha quercifolia,aglaomorpha quercifolia,Drynaria quercifolia,wfo-0001115919,wfo-0001115919,Polypodiaceae,Drynaria,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3182
Origanum majoricum,origanum majoricum,origanum majoricum,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,3183
Onopordum illyricum,onopordum illyricum,onopordum illyricum,Onopordum illyricum,wfo-0000061670,wfo-0000061670,Asteraceae,Onopordum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3184
Brosimum lactescens,brosimum lactescens,brosimum lactescens,Brosimum lactescens,wfo-0000572414,wfo-0000572414,Moraceae,Brosimum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3185
Apuleia leiocarpa,apuleia leiocarpa,apuleia leiocarpa,Apuleia leiocarpa,wfo-0000186778,wfo-0000186778,Fabaceae,Apuleia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3186
Calopogonium,calopogonium,calopogonium,Calopogonium,wfo-4000006176,wfo-4000006176,Fabaceae,Calopogonium,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3187
Iresine angustifolia,iresine angustifolia,iresine angustifolia,Iresine angustifolia,wfo-0000732125,wfo-0000732125,Amaranthaceae,Iresine,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3188
Iresine diffusa,iresine diffusa,iresine diffusa,Iresine diffusa,wfo-0000732153,wfo-0000732153,Amaranthaceae,Iresine,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3189
Iris bungei,iris bungei,iris bungei,Iris bungei,wfo-0000783170,wfo-0000783170,Iridaceae,Iris,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3190
Celosia argentea,celosia argentea,celosia argentea,Celosia argentea,wfo-0000593019,wfo-0000593019,Amaranthaceae,Celosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3191
Cynara humilis,cynara humilis,cynara humilis,Cynara humilis,wfo-0000068562,wfo-0000068562,Asteraceae,Cynara,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3192
Artocarpus reticulatus,artocarpus reticulatus,artocarpus reticulatus,Artocarpus reticulatus,wfo-0000550586,wfo-0000550586,Moraceae,Artocarpus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3193
Senecio canchahuinganquensis,senecio canchahuinganquensis,senecio canchahuinganquensis,Senecio canchahuinganquensis,wfo-0000024717,wfo-0000024717,Asteraceae,Senecio,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3194
Glycyrrhiza astragalina,glycyrrhiza astragalina,glycyrrhiza astragalina,Glycyrrhiza astragalina,wfo-0000170581,wfo-0000170581,Fabaceae,Glycyrrhiza,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3195
Dodonaea viscosa,dodonaea viscosa,dodonaea viscosa,Dodonaea viscosa,wfo-0000653170,wfo-0000653170,Sapindaceae,Dodonaea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3196
Helichrysum formosissimum,helichrysum formosissimum,helichrysum formosissimum,Helichrysum formosissimum,wfo-0000109302,wfo-0000109302,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3197
Eremophila flaccida,eremophila flaccida,eremophila flaccida,Eremophila flaccida,wfo-0000507151,wfo-0000507151,Scrophulariaceae,Eremophila,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3198
Cassinia arcuata,cassinia arcuata,cassinia arcuata,Cassinia arcuata,wfo-0000067092,wfo-0000067092,Asteraceae,Cassinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3199
Cassinia quinquefaria,cassinia quinquefaria,cassinia quinquefaria,Cassinia quinquefaria,wfo-0000023375,wfo-0000023375,Asteraceae,Cassinia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3200
Alnus maximowiczii,alnus maximowiczii,alnus maximowiczii,Alnus maximowiczii,wfo-0000946792,wfo-0000946792,Betulaceae,Alnus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3201
Baccharis aliena,baccharis aliena,baccharis aliena,Baccharis aliena,wfo-0000001085,wfo-0000001085,Asteraceae,Baccharis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3202
Dysphania graveolens,dysphania graveolens,dysphania graveolens,Chenopodium incisum,wfo-0000601414,wfo-0000601414,Amaranthaceae,Chenopodium,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3203
Combretum apiculatum,combretum apiculatum,combretum apiculatum,Combretum apiculatum,wfo-0000616083,wfo-0000616083,Combretaceae,Combretum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3204
Cryptocarya strictifolia,cryptocarya strictifolia,cryptocarya strictifolia,Cryptocarya strictifolia,wfo-0000628212,wfo-0000628212,Lauraceae,Cryptocarya,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3205
Ratibida columnifera,ratibida columnifera,ratibida columnifera,Ratibida columnifera,wfo-0000083837,wfo-0000083837,Asteraceae,Ratibida,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3206
Chenopodium vulvaria,chenopodium vulvaria,chenopodium vulvaria,Chenopodium vulvaria,wfo-0000601914,wfo-0000601914,Amaranthaceae,Chenopodium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3207
Helichrysum zeyheri,helichrysum zeyheri,helichrysum zeyheri,Helichrysum zeyheri,wfo-0000059588,wfo-0000059588,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3208
Dolichlasium lagascae,dolichlasium lagascae,dolichlasium lagascae,Dolichlasium lagascae,wfo-0000069936,wfo-0000069936,Asteraceae,Dolichlasium,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3209
Lophopappus tarapacanus,lophopappus tarapacanus,lophopappus tarapacanus,Lophopappus tarapacanus,wfo-0000089159,wfo-0000089159,Asteraceae,Lophopappus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3210
Flourensia,flourensia,flourensia,Flourensia,wfo-4000014876,wfo-4000014876,Asteraceae,Flourensia,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3211
Flourensia ilicifolia,flourensia ilicifolia,flourensia ilicifolia,Flourensia ilicifolia,wfo-0000008946,wfo-0000008946,Asteraceae,Flourensia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3212
Pterocaulon serrulatum,pterocaulon serrulatum,pterocaulon serrulatum,Pterocaulon serrulatum,wfo-0000074834,wfo-0000074834,Asteraceae,Pterocaulon,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3213
Goniothalamus borneensis,goniothalamus borneensis,goniothalamus borneensis,Goniothalamus borneensis,wfo-0000706435,wfo-0000706435,Annonaceae,Goniothalamus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3214
Lychnophora markgravii,lychnophora markgravii,lychnophora markgravii,Lychnophora markgravii,wfo-0000009680,wfo-0000009680,Asteraceae,Lychnophora,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3215
Pseudognaphalium robustum,pseudognaphalium robustum,pseudognaphalium robustum,Gnaphalium robustum,wfo-0000091138,wfo-0000091138,Asteraceae,Gnaphalium,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3216
Piper lanceaefolium,piper lanceaefolium,piper lanceaefolium,NA,NA,NA,NA,NA,NA,NA,unresolved,unresolved,no_match,0,0,0,NA,2026-06-24,3217
Stellaria dichotoma,stellaria dichotoma,stellaria dichotoma,Stellaria dichotoma,wfo-0000436256,wfo-0000436256,Caryophyllaceae,Stellaria,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3218
Turnera diffusa,turnera diffusa,turnera diffusa,Turnera diffusa,wfo-0001143048,wfo-0001143048,Passifloraceae,Turnera,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3219
Phonus arborescens,phonus arborescens,phonus arborescens,Phonus arborescens,wfo-0000032213,wfo-0000032213,Asteraceae,Phonus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3220
Goniothalamus griffithii,goniothalamus griffithii,goniothalamus griffithii,Goniothalamus griffithii,wfo-0000706491,wfo-0000706491,Annonaceae,Goniothalamus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3221
Helichrysum trilineatum,helichrysum trilineatum,helichrysum trilineatum,Helichrysum trilineatum,wfo-0000035459,wfo-0000035459,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3222
Litsea glaucescens,litsea glaucescens,litsea glaucescens,Litsea glaucescens,wfo-0000365712,wfo-0000365712,Lauraceae,Litsea,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3223
Cleome droserifolia,cleome droserifolia,cleome droserifolia,Cleome droserifolia,wfo-0000611246,wfo-0000611246,Capparaceae,Cleome,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3224
Dennstaedtia zeylanica ex,dennstaedtia zeylanica ex,dennstaedtia zeylanica,Sitobolium zeylanicum,wfo-1000044503,wfo-1000044503,Dennstaedtiaceae,Sitobolium,species,synonym,synonym,canonical,canonical_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3225
Monticalia vaccinioides,monticalia vaccinioides,monticalia vaccinioides,Pentacalia vaccinioides,wfo-0000117662,wfo-0000117662,Asteraceae,Pentacalia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3226
Baccharis vaccinioides,baccharis vaccinioides,baccharis vaccinioides,Baccharis pseudovaccinioides,wfo-0000003046,wfo-0000003046,Asteraceae,Baccharis,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3227
Pinus jeffreyi,pinus jeffreyi,pinus jeffreyi,Pinus jeffreyi,wfo-0000481099,wfo-0000481099,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3228
Pinus montana,pinus montana,pinus montana,NA,NA,NA,NA,NA,NA,NA,unresolved,exact_conflict,exact_synonym_conflict,4,3,3,NA,2026-06-24,3229
Pinus mugo,pinus mugo,pinus mugo,Pinus mugo,wfo-0000481789,wfo-0000481789,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3230
Pinus wallichiana,pinus wallichiana,pinus wallichiana,Pinus wallichiana,wfo-0000481612,wfo-0000481612,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3231
Pinus aristata,pinus aristata,pinus aristata,Pinus aristata,wfo-0000482619,wfo-0000482619,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3232
Pinus banksiana,pinus banksiana,pinus banksiana,Pinus banksiana,wfo-0000482353,wfo-0000482353,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3233
Pinus pinaster,pinus pinaster,pinus pinaster,Pinus pinaster,wfo-0000481910,wfo-0000481910,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3234
Pinus pinea,pinus pinea,pinus pinea,Pinus pinea,wfo-0000481895,wfo-0000481895,Pinaceae,Pinus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3235
Acacia constricta,acacia constricta,acacia constricta,Vachellia constricta,wfo-0001277423,wfo-0001277423,Fabaceae,Vachellia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3236
Vachellia constricta,vachellia constricta,vachellia constricta,Vachellia constricta,wfo-0001277423,wfo-0001277423,Fabaceae,Vachellia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3237
Ficus conraui,ficus conraui,ficus conraui,Ficus conraui,wfo-0000687901,wfo-0000687901,Moraceae,Ficus,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3238
Helichrysum sutherlandii,helichrysum sutherlandii,helichrysum sutherlandii,Helichrysum sutherlandii,wfo-0000015336,wfo-0000015336,Asteraceae,Helichrysum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3239
Conioselinum anthriscoides,conioselinum anthriscoides,conioselinum anthriscoides,Conioselinum anthriscoides,wfo-0001342043,wfo-0001342043,Apiaceae,Conioselinum,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3240
Alphitonia excelsa,alphitonia excelsa,alphitonia excelsa,Alphitonia excelsa,wfo-0000527304,wfo-0000527304,Rhamnaceae,Alphitonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3241
Alphitonia petriei,alphitonia petriei,alphitonia petriei,Alphitonia petriei,wfo-0000527317,wfo-0000527317,Rhamnaceae,Alphitonia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3242
Tephrosia obovata,tephrosia obovata,tephrosia obovata,Tephrosia obovata,wfo-0000185872,wfo-0000185872,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3243
Monteverdia rigida,monteverdia rigida,monteverdia rigida,Maytenus rigida,wfo-0001292537,wfo-0001292537,Celastraceae,Maytenus,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3244
Salacia oblonga,salacia oblonga,salacia oblonga,Salacia oblonga,wfo-1200025470,wfo-1200025470,Celastraceae,Salacia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3245
Pterogyne nitens,pterogyne nitens,pterogyne nitens,Pterogyne nitens,wfo-0000170614,wfo-0000170614,Fabaceae,Pterogyne,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3246
Coreopsis douglasii,coreopsis douglasii,coreopsis douglasii,Coreopsis douglasii,wfo-0000045312,wfo-0000045312,Asteraceae,Coreopsis,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3247
Dahlia pinnata,dahlia pinnata,dahlia pinnata,Dahlia pinnata,wfo-0000064103,wfo-0000064103,Asteraceae,Dahlia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3248
Dahlia variabilis,dahlia variabilis,dahlia variabilis,Dahlia pinnata,wfo-0000064103,wfo-0000064103,Asteraceae,Dahlia,species,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3249
Tephrosia abbottiae,tephrosia abbottiae,tephrosia abbottiae,Tephrosia abbottiae,wfo-0000164210,wfo-0000164210,Fabaceae,Tephrosia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3250
Maclura,maclura,maclura,Maclura,wfo-4000022646,wfo-4000022646,Moraceae,Maclura,genus,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3251
Cudrania,cudrania,cudrania,Maclura,wfo-4000022646,wfo-4000022646,Moraceae,Maclura,genus,synonym,synonym,exact_synonym,exact_synonym_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3252
Microlepia marginata,microlepia marginata,microlepia marginata,Microlepia marginata,wfo-0001107360,wfo-0001107360,Dennstaedtiaceae,Microlepia,species,accepted,accepted,exact_accepted,exact_accepted_unique,1,1,1,WFO_offline_hierarchical,2026-06-24,3253
